step,epoch,d_loss_real,d_loss_fake,d_loss_avg,g_loss_total,g_loss_adversarial,g_loss_l1,learning_rate
31,0,6.127955913543701,6.112401008605957,6.12017822265625,17695.6796875,8.138216018676758,176.87539672851562,0.00019999999494757503
32,0,6.124092102050781,6.1092753410339355,6.1166839599609375,17553.12890625,8.10328483581543,175.45025634765625,0.00019999999494757503
33,0,6.123767375946045,6.106113910675049,6.114940643310547,17439.583984375,8.072863578796387,174.3151092529297,0.00019999999494757503
34,1,6.116170406341553,6.102270126342773,6.109220504760742,17307.3984375,8.037363052368164,172.9936065673828,0.00019999999494757503
35,1,6.111057281494141,6.095746994018555,6.103402137756348,17227.740234375,8.011212348937988,172.19729614257812,0.00019999999494757503
36,1,6.105993747711182,6.087645530700684,6.096819877624512,17139.83203125,7.9755706787109375,171.3185577392578,0.00019999999494757503
37,1,6.095458030700684,6.078125,6.086791515350342,17040.775390625,7.9427995681762695,170.32830810546875,0.00019999999494757503
38,1,6.089901924133301,6.07069206237793,6.080296993255615,16914.251953125,7.91709566116333,169.06333923339844,0.00019999999494757503
39,1,6.084534645080566,6.070294380187988,6.077414512634277,16765.59765625,7.894852161407471,167.5770263671875,0.00019999999494757503
40,1,6.07982063293457,6.062742233276367,6.071281433105469,16636.939453125,7.862949371337891,166.29075622558594,0.00019999999494757503
41,1,6.070152759552002,6.05502462387085,6.062588691711426,16469.865234375,7.841676712036133,164.62022399902344,0.00019999999494757503
42,1,6.062350749969482,6.052426815032959,6.057388782501221,16321.1611328125,7.816303253173828,163.13343811035156,0.00019999999494757503
43,1,6.060683250427246,6.047640800476074,6.05416202545166,16230.55078125,7.7947587966918945,162.22755432128906,0.00019999999494757503
44,1,6.047741413116455,6.039705753326416,6.0437235832214355,16118.8583984375,7.764512062072754,161.11094665527344,0.00019999999494757503
45,1,6.0471110343933105,6.0363450050354,6.0417280197143555,15992.9013671875,7.739830493927002,159.8516387939453,0.00019999999494757503
46,1,6.042491912841797,6.032743453979492,6.0376176834106445,15838.673828125,7.710400104522705,158.3096466064453,0.00019999999494757503
47,1,6.038985252380371,6.026477336883545,6.032731056213379,15760.7470703125,7.679559230804443,157.5306854248047,0.00019999999494757503
48,1,6.0301947593688965,6.017274856567383,6.023735046386719,15646.19921875,7.653069972991943,156.38548278808594,0.00019999999494757503
49,1,6.022491455078125,6.013598918914795,6.018045425415039,15519.5458984375,7.627030372619629,155.11920166015625,0.00019999999494757503
50,1,6.016847133636475,6.0066070556640625,6.011727333068848,15422.4306640625,7.602529525756836,154.14830017089844,0.00019999999494757503
51,1,6.011897087097168,5.999050140380859,6.005473613739014,15343.3837890625,7.580173492431641,153.35806274414062,0.00019999999494757503
52,1,6.0041093826293945,5.995704174041748,5.999906539916992,15272.017578125,7.557770729064941,152.64462280273438,0.00019999999494757503
53,1,5.996094703674316,5.988826751708984,5.99246072769165,15203.73828125,7.538539409637451,151.96202087402344,0.00019999999494757503
54,1,5.992090702056885,5.98519229888916,5.988641738891602,15116.9951171875,7.52586555480957,151.09471130371094,0.00019999999494757503
55,1,5.988837242126465,5.981132507324219,5.984984874725342,15024.4775390625,7.5041046142578125,150.1697540283203,0.00019999999494757503
56,1,5.9859819412231445,5.9782023429870605,5.982091903686523,14921.2451171875,7.484086990356445,149.13763427734375,0.00019999999494757503
57,1,5.98222541809082,5.97313117980957,5.977678298950195,14832.88671875,7.468669891357422,148.2541961669922,0.00019999999494757503
58,1,5.9740095138549805,5.96398401260376,5.968997001647949,14737.94140625,7.446884632110596,147.30496215820312,0.00019999999494757503
59,1,5.965717315673828,5.958052635192871,5.96188497543335,14701.0712890625,7.42171573638916,146.93649291992188,0.00019999999494757503
60,1,5.960691928863525,5.9557271003723145,5.95820951461792,14639.587890625,7.407785892486572,146.32180786132812,0.00019999999494757503
61,1,5.957082271575928,5.949385166168213,5.95323371887207,14603.16796875,7.3834686279296875,145.9578399658203,0.00019999999494757503
62,1,5.950161933898926,5.944638729095459,5.947400093078613,14526.4580078125,7.360753059387207,145.19097900390625,0.00019999999494757503
63,1,5.944669246673584,5.9397196769714355,5.94219446182251,14467.8212890625,7.345487594604492,144.60476684570312,0.00019999999494757503
64,1,5.93980073928833,5.939953327178955,5.939877033233643,14422.064453125,7.321990966796875,144.14743041992188,0.00019999999494757503
65,1,5.940903186798096,5.938182353973389,5.939542770385742,14375.00390625,7.304732799530029,143.677001953125,0.00019999999494757503
66,1,5.937947750091553,5.937950134277344,5.937949180603027,14302.7998046875,7.291719436645508,142.95509338378906,0.00019999999494757503
67,2,5.939208984375,5.93512487411499,5.937167167663574,14249.4189453125,7.271974086761475,142.42147827148438,0.00019999999494757503
68,2,5.934901237487793,5.9333062171936035,5.934103965759277,14198.6845703125,7.248802661895752,141.91436767578125,0.00019999999494757503
69,2,5.934576034545898,5.933168411254883,5.933872222900391,14126.42578125,7.238687515258789,141.19187927246094,0.00019999999494757503
70,2,5.934849739074707,5.931135177612305,5.932992458343506,14085.5595703125,7.218033313751221,140.78341674804688,0.00019999999494757503
71,2,5.928987979888916,5.926102161407471,5.927545070648193,14011.546875,7.198647975921631,140.04347229003906,0.00019999999494757503
72,2,5.9251508712768555,5.923858165740967,5.924504280090332,13940.7568359375,7.181223392486572,139.33575439453125,0.00019999999494757503
73,2,5.927875518798828,5.923541069030762,5.925708293914795,13883.5634765625,7.173877239227295,138.76388549804688,0.00019999999494757503
74,2,5.925612449645996,5.923513889312744,5.924563407897949,13829.7802734375,7.1619696617126465,138.22616577148438,0.00019999999494757503
75,2,5.923690319061279,5.9248456954956055,5.924267768859863,13759.6806640625,7.148475646972656,137.52529907226562,0.00019999999494757503
76,2,5.92389440536499,5.921172142028809,5.92253303527832,13712.689453125,7.132338523864746,137.0555419921875,0.00019999999494757503
77,2,5.923574924468994,5.919909954071045,5.9217424392700195,13670.345703125,7.116391658782959,136.6322784423828,0.00019999999494757503
78,2,5.918675899505615,5.914992332458496,5.916833877563477,13626.46484375,7.103873252868652,136.19358825683594,0.00019999999494757503
79,2,5.912986755371094,5.91395378112793,5.913470268249512,13562.791015625,7.089710235595703,135.55699157714844,0.00019999999494757503
80,2,5.913156509399414,5.912294387817383,5.912725448608398,13501.90625,7.073851108551025,134.9482879638672,0.00019999999494757503
81,2,5.912100791931152,5.911501884460449,5.911801338195801,13477.6591796875,7.055061340332031,134.70599365234375,0.00019999999494757503
82,2,5.9111785888671875,5.908827781677246,5.910003185272217,13422.2041015625,7.0415730476379395,134.15159606933594,0.00019999999494757503
83,2,5.907528877258301,5.906097412109375,5.906813144683838,13356.9287109375,7.021579742431641,133.4990234375,0.00019999999494757503
84,2,5.906675338745117,5.906468868255615,5.906572341918945,13305.001953125,7.005843639373779,132.97991943359375,0.00019999999494757503
85,2,5.9065260887146,5.903484344482422,5.90500545501709,13256.0341796875,6.991329669952393,132.49038696289062,0.00019999999494757503
86,2,5.902405261993408,5.900644302368164,5.901524543762207,13212.603515625,6.976212501525879,132.0562286376953,0.00019999999494757503
87,2,5.898900985717773,5.89841365814209,5.898657321929932,13153.3564453125,6.9588398933410645,131.46392822265625,0.00019999999494757503
88,2,5.897132873535156,5.8954877853393555,5.896310329437256,13141.1142578125,6.946025848388672,131.34164428710938,0.00019999999494757503
89,2,5.892851829528809,5.894537448883057,5.893694877624512,13092.71484375,6.9293084144592285,130.8578338623047,0.00019999999494757503
90,2,5.891628265380859,5.894228458404541,5.892928123474121,13049.533203125,6.913024425506592,130.42617797851562,0.00019999999494757503
91,2,5.893157482147217,5.8934783935546875,5.893318176269531,13025.8037109375,6.900400638580322,130.1890106201172,0.00019999999494757503
92,2,5.891289234161377,5.891092300415039,5.891190528869629,12981.59765625,6.885621547698975,129.74710083007812,0.00019999999494757503
93,2,5.888903617858887,5.889427185058594,5.88916540145874,12944.5498046875,6.870270729064941,129.37677001953125,0.00019999999494757503
94,2,5.886075019836426,5.886892795562744,5.886484146118164,12924.1748046875,6.855113506317139,129.17318725585938,0.00019999999494757503
95,2,5.886065483093262,5.887180328369141,5.886622905731201,12893.232421875,6.840715408325195,128.86390686035156,0.00019999999494757503
96,2,5.8852643966674805,5.886268615722656,5.885766506195068,12832.2802734375,6.83094596862793,128.25448608398438,0.00019999999494757503
97,2,5.8833513259887695,5.882837295532227,5.883094310760498,12777.03125,6.813575267791748,127.70216369628906,0.00019999999494757503
98,2,5.8812994956970215,5.882295608520508,5.881797790527344,12735.85546875,6.797369956970215,127.29057312011719,0.00019999999494757503
99,2,5.879237174987793,5.878164768218994,5.878701210021973,12689.2763671875,6.782260894775391,126.82493591308594,0.00019999999494757503
100,3,5.875606536865234,5.87671422958374,5.876160621643066,12660.7001953125,6.769023418426514,126.539306640625,0.00019999999494757503
101,3,5.873770236968994,5.875994682312012,5.874882698059082,12640.27734375,6.752141952514648,126.33525085449219,0.00019999999494757503
102,3,5.872636795043945,5.8712968826293945,5.87196683883667,12621.109375,6.740113735198975,126.1436996459961,0.00019999999494757503
103,3,5.8688554763793945,5.870389461517334,5.869622230529785,12600.9677734375,6.7245635986328125,125.94244384765625,0.00019999999494757503
104,3,5.868256568908691,5.868414402008057,5.868335723876953,12571.720703125,6.711786270141602,125.65009307861328,0.00019999999494757503
105,3,5.865063667297363,5.867349147796631,5.866206169128418,12549.111328125,6.698934078216553,125.42413330078125,0.00019999999494757503
106,3,5.865471839904785,5.866555213928223,5.866013526916504,12520.54296875,6.683406829833984,125.13860321044922,0.00019999999494757503
107,3,5.8643927574157715,5.864667892456055,5.864530563354492,12484.263671875,6.672184944152832,124.77591705322266,0.00019999999494757503
108,3,5.861634254455566,5.862303733825684,5.861968994140625,12454.9296875,6.658702373504639,124.48270416259766,0.00019999999494757503
109,3,5.858412265777588,5.858675479888916,5.858543872833252,12417.8017578125,6.643584251403809,124.111572265625,0.00019999999494757503
110,3,5.856990814208984,5.857815742492676,5.85740327835083,12394.2216796875,6.631497383117676,123.87588500976562,0.00019999999494757503
111,3,5.858079433441162,5.858294486999512,5.858186721801758,12359.7763671875,6.622909069061279,123.5315170288086,0.00019999999494757503
112,3,5.854828357696533,5.854001522064209,5.854414939880371,12352.19921875,6.607248783111572,123.45590209960938,0.00019999999494757503
113,3,5.850654125213623,5.852314472198486,5.851484298706055,12314.544921875,6.593255043029785,123.07950592041016,0.00019999999494757503
114,3,5.849491596221924,5.851626396179199,5.850559234619141,12267.3642578125,6.580358505249023,122.60782623291016,0.00019999999494757503
115,3,5.8478617668151855,5.848236083984375,5.848049163818359,12257.890625,6.566006183624268,122.51323699951172,0.00019999999494757503
116,3,5.844359874725342,5.845875263214111,5.845117568969727,12225.9931640625,6.554088592529297,122.19438934326172,0.00019999999494757503
117,3,5.8413310050964355,5.843812942504883,5.842572212219238,12193.9638671875,6.5410284996032715,121.87422943115234,0.00019999999494757503
118,3,5.840638160705566,5.843837738037109,5.842237949371338,12158.8515625,6.527329444885254,121.52323913574219,0.00019999999494757503
119,3,5.8401970863342285,5.842430114746094,5.841313362121582,12114.9140625,6.5130157470703125,121.08401489257812,0.00019999999494757503
120,3,5.838582515716553,5.840707302093506,5.839644908905029,12096.408203125,6.498557090759277,120.89909362792969,0.00019999999494757503
121,3,5.838106155395508,5.839274883270264,5.838690757751465,12061.4521484375,6.484461784362793,120.54967498779297,0.00019999999494757503
122,3,5.836106300354004,5.837260723114014,5.83668327331543,12017.248046875,6.470252513885498,120.10777282714844,0.00019999999494757503
123,3,5.834228038787842,5.835939407348633,5.835083961486816,11986.7705078125,6.459674835205078,119.80310821533203,0.00019999999494757503
124,3,5.832440376281738,5.834762096405029,5.833600997924805,11960.7861328125,6.445559501647949,119.54340362548828,0.00019999999494757503
125,3,5.831220626831055,5.83430290222168,5.832761764526367,11958.2353515625,6.431478023529053,119.51803588867188,0.00019999999494757503
126,3,5.830422878265381,5.833448886871338,5.831935882568359,11918.96875,6.417367935180664,119.1255111694336,0.00019999999494757503
127,3,5.829773902893066,5.833298206329346,5.831536293029785,11903.9990234375,6.405904293060303,118.97592163085938,0.00019999999494757503
128,3,5.8304524421691895,5.8332905769348145,5.831871509552002,11892.1728515625,6.3960771560668945,118.85775756835938,0.00019999999494757503
129,3,5.828930854797363,5.831012725830078,5.829971790313721,11877.150390625,6.385727882385254,118.70762634277344,0.00019999999494757503
130,3,5.827889442443848,5.829354286193848,5.828621864318848,11852.1982421875,6.373987674713135,118.45822143554688,0.00019999999494757503
131,3,5.825163841247559,5.826772212982178,5.825967788696289,11823.630859375,6.359914302825928,118.17269134521484,0.00019999999494757503
132,3,5.8227128982543945,5.826191425323486,5.8244524002075195,11822.5693359375,6.345195293426514,118.1622314453125,0.00019999999494757503
133,4,5.822112560272217,5.8249640464782715,5.823538303375244,11802.7197265625,6.331014633178711,117.9638671875,0.00019999999494757503
134,4,5.821162700653076,5.824481964111328,5.822822570800781,11785.4677734375,6.318164348602295,117.79148864746094,0.00019999999494757503
135,4,5.8204755783081055,5.823291778564453,5.821883678436279,11759.1591796875,6.303355693817139,117.5285415649414,0.00019999999494757503
136,4,5.818472385406494,5.82090950012207,5.819690704345703,11734.6181640625,6.289928913116455,117.28326416015625,0.00019999999494757503
137,4,5.8163933753967285,5.820549011230469,5.8184709548950195,11709.158203125,6.277776718139648,117.02879333496094,0.00019999999494757503
138,4,5.817773818969727,5.821593284606934,5.81968355178833,11677.9091796875,6.267055511474609,116.71640014648438,0.00019999999494757503
139,4,5.817610263824463,5.823062419891357,5.82033634185791,11638.681640625,6.253961086273193,116.32427215576172,0.00019999999494757503
140,4,5.818212509155273,5.820187091827393,5.819199562072754,11618.59765625,6.239084720611572,116.12357330322266,0.00019999999494757503
141,4,5.8164873123168945,5.819701671600342,5.818094253540039,11593.3056640625,6.225855350494385,115.87078094482422,0.00019999999494757503
142,4,5.814868927001953,5.819066524505615,5.816967964172363,11561.8623046875,6.213038921356201,115.55647277832031,0.00019999999494757503
143,4,5.814688205718994,5.817541122436523,5.81611442565918,11554.2177734375,6.202053546905518,115.48014068603516,0.00019999999494757503
144,4,5.813711643218994,5.816134452819824,5.814923286437988,11539.7021484375,6.1893510818481445,115.33512115478516,0.00019999999494757503
145,4,5.811221599578857,5.815305709838867,5.813263893127441,11528.384765625,6.175724029541016,115.22207641601562,0.00019999999494757503
146,4,5.810726642608643,5.814225196838379,5.81247615814209,11501.0244140625,6.164670467376709,114.9485855102539,0.00019999999494757503
147,4,5.8091912269592285,5.812399864196777,5.810795783996582,11483.5478515625,6.152080059051514,114.77394104003906,0.00019999999494757503
148,4,5.807742595672607,5.811041355133057,5.809391975402832,11474.5615234375,6.137333393096924,114.68421936035156,0.00019999999494757503
149,4,5.805516242980957,5.807943820953369,5.806730270385742,11451.3134765625,6.125662326812744,114.45186614990234,0.00019999999494757503
150,4,5.803678512573242,5.806249141693115,5.804964065551758,11439.15234375,6.111141204833984,114.33039855957031,0.00019999999494757503
151,4,5.80204439163208,5.804549217224121,5.80329704284668,11430.3017578125,6.098161697387695,114.24200439453125,0.00019999999494757503
152,4,5.800360679626465,5.803948879241943,5.802154541015625,11411.4453125,6.086163520812988,114.05355834960938,0.00019999999494757503
153,4,5.798929214477539,5.801825046539307,5.800376892089844,11386.91796875,6.074197769165039,113.80841827392578,0.00019999999494757503
154,4,5.797351837158203,5.799400329589844,5.798376083374023,11367.52734375,6.059752464294434,113.61465454101562,0.00019999999494757503
155,4,5.794371128082275,5.7970356941223145,5.795703411102295,11340.658203125,6.04732084274292,113.34607696533203,0.00019999999494757503
156,4,5.792078495025635,5.795341968536377,5.793710231781006,11318.13671875,6.035499095916748,113.12097930908203,0.00019999999494757503
157,4,5.791112422943115,5.795954704284668,5.7935333251953125,11312.79296875,6.022251129150391,113.06768035888672,0.00019999999494757503
158,4,5.792182922363281,5.796732425689697,5.79445743560791,11298.294921875,6.011463642120361,112.92280578613281,0.00019999999494757503
159,4,5.792724609375,5.797888278961182,5.795306205749512,11275.2109375,5.998149394989014,112.69209289550781,0.00019999999494757503
160,4,5.794013023376465,5.798713684082031,5.796363353729248,11259.5263671875,5.98621129989624,112.53536224365234,0.00019999999494757503
161,4,5.793241500854492,5.796814441680908,5.795027732849121,11232.3544921875,5.9749250411987305,112.26375579833984,0.00019999999494757503
162,4,5.792459487915039,5.796079635620117,5.794269561767578,11210.6455078125,5.963836193084717,112.0467758178711,0.00019999999494757503
163,4,5.791312217712402,5.7931976318359375,5.79225492477417,11189.1396484375,5.952670097351074,111.83184051513672,0.00019999999494757503
164,4,5.789412498474121,5.792862415313721,5.7911376953125,11171.388671875,5.940865993499756,111.65445709228516,0.00019999999494757503
165,4,5.788125514984131,5.793130874633789,5.790628433227539,11147.22265625,5.929011821746826,111.41291046142578,0.00019999999494757503
166,5,5.787667751312256,5.792422771453857,5.790045261383057,11144.1708984375,5.9155192375183105,111.38252258300781,0.00019999999494757503
167,5,5.787901401519775,5.792044162750244,5.78997278213501,11125.16796875,5.9050397872924805,111.1926040649414,0.00019999999494757503
168,5,5.786938667297363,5.789121627807617,5.78803014755249,11103.541015625,5.892215251922607,110.97647094726562,0.00019999999494757503
169,5,5.785721302032471,5.789404392242432,5.787562847137451,11094.7119140625,5.881494522094727,110.8882827758789,0.00019999999494757503
170,5,5.784865856170654,5.788445949554443,5.786655902862549,11066.4619140625,5.870240211486816,110.60589599609375,0.00019999999494757503
171,5,5.783782482147217,5.787234783172607,5.785508632659912,11040.298828125,5.860471725463867,110.34436798095703,0.00019999999494757503
172,5,5.782280921936035,5.787466049194336,5.7848734855651855,11016.0,5.848389148712158,110.10149383544922,0.00019999999494757503
173,5,5.783548355102539,5.78725004196167,5.785399436950684,11011.1787109375,5.836510181427002,110.05340576171875,0.00019999999494757503
174,5,5.782299518585205,5.787135124206543,5.784717559814453,10987.8818359375,5.8235039710998535,109.82057189941406,0.00019999999494757503
175,5,5.782330513000488,5.786342144012451,5.784336090087891,10964.876953125,5.812039852142334,109.59063720703125,0.00019999999494757503
176,5,5.781150817871094,5.784605503082275,5.7828779220581055,10950.18359375,5.7977294921875,109.44384002685547,0.00019999999494757503
177,5,5.7795186042785645,5.782322883605957,5.78092098236084,10935.3740234375,5.788448810577393,109.29582977294922,0.00019999999494757503
178,5,5.777525424957275,5.781567096710205,5.77954626083374,10911.974609375,5.776909828186035,109.06195068359375,0.00019999999494757503
179,5,5.7755656242370605,5.77981424331665,5.7776899337768555,10888.50390625,5.766358375549316,108.82735443115234,0.00019999999494757503
180,5,5.7759013175964355,5.7782769203186035,5.7770891189575195,10884.5986328125,5.757469654083252,108.78839111328125,0.00019999999494757503
181,5,5.773337364196777,5.778485298156738,5.775911331176758,10858.4599609375,5.746537685394287,108.52710723876953,0.00019999999494757503
182,5,5.773573398590088,5.777822971343994,5.775698184967041,10845.1083984375,5.7337117195129395,108.39371490478516,0.00019999999494757503
183,5,5.77261209487915,5.777379035949707,5.774995803833008,10830.732421875,5.720625400543213,108.25008392333984,0.00019999999494757503
184,5,5.772777557373047,5.776614189147949,5.774695873260498,10807.6904296875,5.709965229034424,108.019775390625,0.00019999999494757503
185,5,5.7722954750061035,5.777801990509033,5.775048732757568,10798.9462890625,5.699434757232666,107.93244934082031,0.00019999999494757503
186,5,5.773464202880859,5.7787322998046875,5.776098251342773,10787.1650390625,5.687556266784668,107.81475830078125,0.00019999999494757503
187,5,5.773653030395508,5.7784881591796875,5.776070594787598,10758.701171875,5.676895618438721,107.53022766113281,0.00019999999494757503
188,5,5.773618221282959,5.7773356437683105,5.775476932525635,10742.517578125,5.666224956512451,107.36849975585938,0.00019999999494757503
189,5,5.772560119628906,5.777297019958496,5.774928569793701,10730.3525390625,5.654280185699463,107.24697875976562,0.00019999999494757503
190,5,5.772036552429199,5.777122497558594,5.7745795249938965,10719.2119140625,5.643311023712158,107.13568878173828,0.00019999999494757503
191,5,5.7723493576049805,5.7756757736206055,5.774012565612793,10714.3310546875,5.631653308868408,107.08699035644531,0.00019999999494757503
192,5,5.770524501800537,5.775020599365234,5.772772789001465,10697.6318359375,5.621196746826172,106.92009735107422,0.00019999999494757503
193,5,5.7703471183776855,5.774966716766357,5.7726569175720215,10688.2666015625,5.611303329467773,106.82654571533203,0.00019999999494757503
194,5,5.770641803741455,5.775859832763672,5.773250579833984,10672.5859375,5.60017204284668,106.66984558105469,0.00019999999494757503
195,5,5.770986080169678,5.776284694671631,5.773635387420654,10668.0263671875,5.588286876678467,106.62437438964844,0.00019999999494757503
196,5,5.771080493927002,5.775659561157227,5.773369789123535,10654.5361328125,5.575723171234131,106.48959350585938,0.00019999999494757503
197,5,5.770284175872803,5.774652481079102,5.772468566894531,10634.7412109375,5.563584327697754,106.29176330566406,0.00019999999494757503
198,5,5.769617080688477,5.775187969207764,5.772402763366699,10612.2021484375,5.551388740539551,106.06649780273438,0.00019999999494757503
199,6,5.770325660705566,5.775707244873047,5.773016452789307,10605.1875,5.539219379425049,105.99646759033203,0.00019999999494757503
200,6,5.770750522613525,5.775052547454834,5.77290153503418,10594.453125,5.527318000793457,105.88925170898438,0.00019999999494757503
201,6,5.769875526428223,5.775117874145508,5.772496700286865,10575.0224609375,5.515873908996582,105.69506072998047,0.00019999999494757503
202,6,5.769471168518066,5.775293827056885,5.772382736206055,10561.4736328125,5.503816604614258,105.5596923828125,0.00019999999494757503
203,6,5.770061016082764,5.775056838989258,5.77255916595459,10538.2880859375,5.492954730987549,105.32794189453125,0.00019999999494757503
204,6,5.76993465423584,5.77467155456543,5.772303104400635,10517.2578125,5.481080055236816,105.11775970458984,0.00019999999494757503
205,6,5.768789768218994,5.773972988128662,5.771381378173828,10510.9306640625,5.469046592712402,105.05460357666016,0.00019999999494757503
206,6,5.768552303314209,5.7726945877075195,5.770623207092285,10506.0634765625,5.457451343536377,105.00604248046875,0.00019999999494757503
207,6,5.767528533935547,5.771362781524658,5.769445419311523,10500.8544921875,5.446567535400391,104.9540786743164,0.00019999999494757503
208,6,5.767092227935791,5.77274227142334,5.7699174880981445,10483.4658203125,5.436270713806152,104.78028869628906,0.00019999999494757503
209,6,5.76786994934082,5.7739973068237305,5.770933628082275,10470.076171875,5.426252841949463,104.64649200439453,0.00019999999494757503
210,6,5.768230438232422,5.771986484527588,5.770108222961426,10463.3369140625,5.413857460021973,104.5792236328125,0.00019999999494757503
211,6,5.766740798950195,5.772456169128418,5.769598484039307,10454.1201171875,5.403746128082275,104.48715209960938,0.00019999999494757503
212,6,5.767149925231934,5.771564483642578,5.769357204437256,10440.32421875,5.391592979431152,104.34931945800781,0.00019999999494757503
213,6,5.766538143157959,5.772435665130615,5.769486904144287,10433.2109375,5.379369735717773,104.27830505371094,0.00019999999494757503
214,6,5.766659736633301,5.771494388580322,5.769077301025391,10425.8818359375,5.366995811462402,104.20513916015625,0.00019999999494757503
215,6,5.766689300537109,5.771427631378174,5.7690582275390625,10408.0546875,5.3567681312561035,104.02696990966797,0.00019999999494757503
216,6,5.7661614418029785,5.769917964935303,5.768039703369141,10407.931640625,5.344985008239746,104.02586364746094,0.00019999999494757503
217,6,5.764394283294678,5.7690815925598145,5.766737937927246,10398.90234375,5.332984924316406,103.93568420410156,0.00019999999494757503
218,6,5.763726711273193,5.767861843109131,5.765794277191162,10384.802734375,5.321473598480225,103.7947998046875,0.00019999999494757503
219,6,5.762812614440918,5.768446922302246,5.765629768371582,10370.9501953125,5.309958457946777,103.65638732910156,0.00019999999494757503
220,6,5.7633466720581055,5.768817901611328,5.766082286834717,10364.4365234375,5.299263000488281,103.59136199951172,0.00019999999494757503
221,6,5.763546943664551,5.768611431121826,5.766078948974609,10353.2568359375,5.287948131561279,103.47968292236328,0.00019999999494757503
222,6,5.76295280456543,5.767225742340088,5.76508903503418,10341.7822265625,5.276887893676758,103.36504364013672,0.00019999999494757503
223,6,5.762213706970215,5.766221046447754,5.764217376708984,10329.998046875,5.266620635986328,103.24730682373047,0.00019999999494757503
224,6,5.76118278503418,5.76706075668335,5.764122009277344,10319.296875,5.256640434265137,103.14039611816406,0.00019999999494757503
